model_name,km_driven,fuel_type,transmission,owner,engine_capacity,price,link
2018 Renault Kwid,18.01k km,Petrol,,3rd,999cc,₹3.52 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-bangalore-10231542765/
2012 Maruti Swift,23.33k km,Diesel,Manual,1st,1248cc,₹3.63 lakh,https://www.cars24.com/buy-used-maruti-swift-2012-cars-bangalore-10213604770/
2016 Honda Jazz,55.40k km,Petrol,Manual,2nd,1199cc,₹4.40 lakh,https://www.cars24.com/buy-used-honda-jazz-2016-cars-bangalore-10295240707/
2020 Renault TRIBER,37.43k km,Petrol,,1st,999cc,₹6.50 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-bangalore-10239102798/
2011 Volkswagen Vento,72.04k km,Diesel,Manual,1st,1598cc,₹3.30 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2011-cars-bangalore-10237708716/
2019 Ford Ecosport,28.65k km,Petrol,Manual,1st,1497cc,₹6.13 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10231808711/
2017 Renault Kwid,66.99k km,Petrol,,3rd,999cc,₹2.95 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10220043704/
2014 Maruti Swift Dzire,1.4L km,Diesel,Manual,1st,1248cc,₹5.88 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-bangalore-10274906770/
2017 Maruti Baleno,89.99k km,Petrol,,1st,1197cc,₹5.73 lakh,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-10251801712/
2013 Maruti Swift,70.38k km,Petrol,Manual,2nd,1197cc,₹3.50 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-bangalore-10231207715/
2011 Hyundai i10,78.58k km,Petrol,Manual,2nd,1197cc,₹2.26 lakh,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-bangalore-10206507793/
2017 Renault Kwid,38.04k km,Petrol,,2nd,999cc,₹3.50 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10294948762/
2010 Volkswagen Passat,76.00k km,Petrol,Manual,2nd,,₹3.30 lakh,https://www.cars24.com/buy-used-volkswagen-passat-2010-cars-bangalore-10281706792/
2018 Maruti Celerio,72.25k km,Petrol,,2nd,998cc,₹4.00 lakh,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-bangalore-10221200712/
2010 Maruti Swift,1.4L km,Diesel,Manual,2nd,1248cc,₹2.37 lakh,https://www.cars24.com/buy-used-maruti-swift-2010-cars-bangalore-10215648728/
2021 Maruti Baleno,38.37k km,Petrol,Manual,2nd,1197cc,₹5.64 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-bangalore-10214247739/
2019 Tata NEXON,35.90k km,Petrol,Manual,1st,1198cc,₹7.10 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-bangalore-10203406770/
2014 Hyundai i20,1.1L km,Petrol,Manual,1st,,₹4.56 lakh,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-bangalore-10260509799/
2011 Maruti Ritz,76.38k km,Petrol,Manual,2nd,1197cc,₹2.92 lakh,https://www.cars24.com/buy-used-maruti-ritz-2011-cars-bangalore-10259803775/
2013 Volkswagen Polo,67.05k km,Diesel,Manual,1st,1199cc,₹3.75 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2013-cars-bangalore-10227845713/
2016 Mahindra Kuv100,64.64k km,Diesel,Manual,1st,1198cc,₹3.28 lakh,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-bangalore-10289646701/
2013 Hyundai Eon,38.31k km,Petrol,Manual,1st,814cc,₹3.28 lakh,https://www.cars24.com/buy-used-hyundai-eon-2013-cars-bangalore-10259949767/
2013 Hyundai i10,44.70k km,Petrol,,3rd,1197cc,₹3.05 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-bangalore-10248206711/
2018 Hyundai Elite i20,32.73k km,Petrol,,1st,1197cc,₹6.37 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-bangalore-10246302776/
2010 Fiat Grand Punto,60.45k km,Petrol,Manual,3rd,1172cc,₹1.64 lakh,https://www.cars24.com/buy-used-fiat-grand-punto-2010-cars-bangalore-10236543764/
2011 Ford Figo,2.5L km,Diesel,Manual,1st,1399cc,₹1.52 lakh,https://www.cars24.com/buy-used-ford-figo-2011-cars-bangalore-10231301773/
2020 Toyota Glanza,18.90k km,Petrol,Manual,1st,1197cc,₹6.55 lakh,https://www.cars24.com/buy-used-toyota-glanza-2020-cars-bangalore-10269509714/
2011 Hyundai i20,36.28k km,Petrol,Manual,1st,1197cc,₹2.78 lakh,https://www.cars24.com/buy-used-hyundai-i20-2011-cars-bangalore-10242948763/
2013 Hyundai i20,97.74k km,Petrol,Manual,1st,1197cc,₹3.70 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10236609715/
2015 Maruti Celerio,69.53k km,Petrol,,2nd,998cc,₹3.66 lakh,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-bangalore-10212902776/
2010 Ford Figo,41.18k km,Petrol,Manual,1st,1196cc,₹1.33 lakh,https://www.cars24.com/buy-used-ford-figo-2010-cars-bangalore-10267942745/
2013 Ford Figo,1.5L km,Diesel,Manual,1st,1399cc,₹1.99 lakh,https://www.cars24.com/buy-used-ford-figo-2013-cars-bangalore-10267409770/
2012 Ford Figo,1.9L km,Diesel,Manual,1st,1399cc,₹1.60 lakh,https://www.cars24.com/buy-used-ford-figo-2012-cars-bangalore-10258109794/
2017 Hyundai Elite i20,40.60k km,Petrol,Manual,1st,1197cc,₹5.50 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-bangalore-10243947748/
2024 Tata NEXON,3.25k km,Diesel,Manual,1st,1497cc,₹15.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-bangalore-10235606717/
2019 Maruti Baleno,74.56k km,Petrol,Manual,2nd,1197cc,₹6.89 lakh,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-bangalore-10234103718/
2022 Tata Harrier,21.77k km,Diesel,,1st,1956cc,₹16.45 lakh,https://www.cars24.com/buy-used-tata-harrier-2022-cars-bangalore-10222608712/
2013 Tata Indica EV2,63.54k km,Diesel,Manual,2nd,,₹1.60 lakh,https://www.cars24.com/buy-used-tata-indica-ev2-2013-cars-bangalore-10208548709/
2021 Renault Kwid,12.39k km,Petrol,Manual,1st,799cc,₹4.30 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-bangalore-10201601712/
2010 Maruti Alto K10,63.91k km,Petrol,Manual,4th,998cc,₹1.67 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2010-cars-bangalore-10278747763/
2016 Maruti Baleno,54.62k km,Petrol,Manual,1st,1197cc,₹4.99 lakh,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-bangalore-10276604717/
2016 Ford Figo Aspire,99.73k km,Diesel,Manual,3rd,1498cc,₹3.00 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2016-cars-bangalore-10268007770/
2014 Maruti Swift,75.25k km,Petrol,Manual,1st,,₹4.00 lakh,https://www.cars24.com/buy-used-maruti-swift-2014-cars-bangalore-10248701771/
2016 Ford Ecosport,96.27k km,Petrol,Manual,1st,999cc,₹4.50 lakh,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-bangalore-10228706776/
2010 Hyundai i20,2.0L km,Petrol,Manual,1st,1197cc,₹2.81 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10292104796/
2018 Ford FREESTYLE,77.40k km,Petrol,Manual,2nd,,₹5.30 lakh,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-bangalore-10267308710/
2019 Tata Tiago,96.84k km,Petrol,Manual,2nd,1199cc,₹4.22 lakh,https://www.cars24.com/buy-used-tata-tiago-2019-cars-bangalore-10264201776/
2012 Mahindra Verito,1.5L km,Diesel,Manual,2nd,,₹1.07 lakh,https://www.cars24.com/buy-used-mahindra-verito-2012-cars-bangalore-10257546767/
2010 Hyundai i20,1.6L km,Diesel,Manual,2nd,1396cc,₹2.29 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10288042708/
2022 Honda Amaze,12.36k km,Petrol,,1st,1199cc,₹7.70 lakh,https://www.cars24.com/buy-used-honda-amaze-2022-cars-bangalore-10272742738/
2016 Volkswagen Ameo,44.76k km,Petrol,Manual,2nd,1198cc,₹4.49 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-bangalore-10270942761/
2013 Mahindra XUV500,1.5L km,Diesel,Manual,1st,2179cc,₹7.00 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2013-cars-bangalore-10235205793/
2011 Hyundai i20,77.60k km,Diesel,Manual,2nd,1396cc,₹2.85 lakh,https://www.cars24.com/buy-used-hyundai-i20-2011-cars-bangalore-10234524786/
2018 Toyota Innova Crysta,1.2L km,Diesel,,1st,2755cc,₹20.22 lakh,https://www.cars24.com/buy-used-toyota-innova-crysta-2018-cars-bangalore-10209509714/
2016 Honda Brio,69.41k km,Petrol,,2nd,1198cc,₹4.07 lakh,https://www.cars24.com/buy-used-honda-brio-2016-cars-bangalore-10290049725/
2023 Maruti Swift,68.24k km,Petrol,Manual,1st,1197cc,₹7.00 lakh,https://www.cars24.com/buy-used-maruti-swift-2023-cars-bangalore-10288547740/
2014 Hyundai Grand i10,72.45k km,Petrol,Manual,1st,1197cc,₹4.00 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10280843741/
2024 Nissan MAGNITE,28.06k km,Petrol,Manual,1st,999cc,₹9.30 lakh,https://www.cars24.com/buy-used-nissan-magnite-2024-cars-bangalore-10280341749/
2013 Hyundai Grand i10,70.31k km,Petrol,Manual,1st,1197cc,₹3.78 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-bangalore-10266945768/
2013 Hyundai i20,95.00k km,Petrol,Manual,4th,1197cc,₹2.74 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10265248743/
2016 Hyundai Elite i20,38.31k km,Petrol,Manual,1st,1197cc,₹6.09 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-bangalore-10218747745/
2017 Hyundai Verna,85.24k km,Petrol,Manual,1st,1591cc,₹7.55 lakh,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-bangalore-10292409716/
2013 Fiat Grand Punto,1.6L km,Diesel,Manual,3rd,1248cc,₹1.96 lakh,https://www.cars24.com/buy-used-fiat-grand-punto-2013-cars-bangalore-10291541702/
2013 Volkswagen Polo,50.01k km,Petrol,Manual,1st,1198cc,₹5.14 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2013-cars-bangalore-10256144767/
2011 Maruti Swift,79.73k km,Petrol,Manual,3rd,1197cc,₹2.30 lakh,https://www.cars24.com/buy-used-maruti-swift-2011-cars-bangalore-10211307794/
2016 Maruti Ritz,96.97k km,Diesel,Manual,1st,1248cc,₹3.50 lakh,https://www.cars24.com/buy-used-maruti-ritz-2016-cars-bangalore-10232241704/
2014 Ford Ecosport,55.37k km,Petrol,Manual,1st,1499cc,₹4.60 lakh,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-bangalore-10205203711/
2021 Tata NEXON,60.75k km,Petrol,Manual,1st,1199cc,₹7.50 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-bangalore-10200909794/
2012 Nissan Sunny,1.9L km,Diesel,Manual,1st,1461cc,₹1.80 lakh,https://www.cars24.com/buy-used-nissan-sunny-2012-cars-bangalore-10269608716/
2013 Maruti Swift,85.16k km,Diesel,Manual,1st,1248cc,₹5.14 lakh,https://www.cars24.com/buy-used-maruti-swift-2013-cars-bangalore-10240109779/
2023 Tata Tiago,6.84k km,Petrol,Manual,1st,1199cc,₹6.10 lakh,https://www.cars24.com/buy-used-tata-tiago-2023-cars-bangalore-10227207711/
2022 Renault Kwid,17.00k km,Petrol,,1st,999cc,₹5.42 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-bangalore-10272246745/
2022 Tata NEXON,33.62k km,Petrol,Manual,1st,1199cc,₹8.60 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-bangalore-10256944766/
2010 Fiat Grand Punto,95.00k km,Petrol,Manual,2nd,1368cc,₹1.45 lakh,https://www.cars24.com/buy-used-fiat-grand-punto-2010-cars-bangalore-10239305714/
2011 Skoda Fabia,1.6L km,Petrol,Manual,1st,1198cc,₹1.95 lakh,https://www.cars24.com/buy-used-skoda-fabia-2011-cars-bangalore-10220444742/
2016 Honda Jazz,1.1L km,Petrol,Manual,3rd,1199cc,₹4.67 lakh,https://www.cars24.com/buy-used-honda-jazz-2016-cars-bangalore-10207200771/
2017 Ford Figo Aspire,53.07k km,Petrol,Manual,1st,1196cc,₹5.02 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2017-cars-bangalore-10293503710/
2014 Maruti Swift,1.4L km,Diesel,Manual,1st,,₹4.50 lakh,https://www.cars24.com/buy-used-maruti-swift-2014-cars-bangalore-10283800718/
2018 Maruti Swift,92.83k km,Diesel,,1st,1248cc,₹7.58 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-bangalore-10228409777/
2023 Tata NEXON,15.20k km,Petrol,Manual,1st,1199cc,₹11.59 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-bangalore-10222707710/
2010 Hyundai i10,90.25k km,Petrol,Manual,3rd,1197cc,₹1.75 lakh,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-bangalore-10219307796/
2023 CITROEN C3,9.54k km,Petrol,Manual,1st,1198cc,₹5.83 lakh,https://www.cars24.com/buy-used-citroen-c3-2023-cars-bangalore-10202245764/
2023 Nissan MAGNITE,7.38k km,Petrol,,1st,999cc,₹10.87 lakh,https://www.cars24.com/buy-used-nissan-magnite-2023-cars-bangalore-10293748721/
2018 Honda WR-V,2.1L km,Diesel,Manual,2nd,1498cc,₹5.80 lakh,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-bangalore-10273542707/
2021 Maruti IGNIS,19.05k km,Petrol,,1st,1197cc,₹5.30 lakh,https://www.cars24.com/buy-used-maruti-ignis-2021-cars-bangalore-10204402791/
2011 Hyundai i20,1.2L km,Diesel,Manual,1st,1396cc,₹2.50 lakh,https://www.cars24.com/buy-used-hyundai-i20-2011-cars-bangalore-10298243769/
2018 Maruti Baleno,6.36k km,Petrol,Manual,1st,1197cc,₹6.40 lakh,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-bangalore-10276802779/
2017 Hyundai Creta,31.94k km,Petrol,,2nd,1591cc,₹12.14 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10250842767/
2014 Mahindra XUV500,1.6L km,Diesel,Manual,1st,2179cc,₹6.00 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2014-cars-bangalore-10233107713/
2016 Hyundai Grand i10,52.47k km,Petrol,,2nd,1197cc,₹5.36 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10218501711/
2015 Mahindra E2O,90.26k km,Electric,,1st,,₹1.89 lakh,https://www.cars24.com/buy-used-mahindra-e2o-2015-cars-bangalore-10201945726/
2021 Mahindra Thar,31.68k km,Petrol,,1st,1997cc,₹15.50 lakh,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-bangalore-10290608771/
2014 Hyundai Verna,65.19k km,Petrol,Manual,1st,1591cc,₹5.15 lakh,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-bangalore-10270043724/
2023 Renault Kwid,9.63k km,Petrol,Manual,1st,999cc,₹5.50 lakh,https://www.cars24.com/buy-used-renault-kwid-2023-cars-bangalore-10241700779/
2014 Hyundai Grand i10,41.11k km,Petrol,Manual,1st,1197cc,₹3.75 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10219502776/
2017 Tata Tiago,44.15k km,Petrol,Manual,2nd,1199cc,₹4.41 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-bangalore-10292343761/
2018 Maruti Vitara Brezza,82.11k km,Diesel,,1st,1248cc,₹8.33 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-bangalore-10290606773/
2016 Maruti Swift Dzire,58.82k km,Petrol,,2nd,1197cc,₹4.11 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-bangalore-10279147742/
2017 Maruti S Cross,43.29k km,Diesel,Manual,1st,1248cc,₹6.00 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-bangalore-10254405711/
2013 Fiat Grand Punto,1.4L km,Diesel,Manual,3rd,1248cc,₹2.08 lakh,https://www.cars24.com/buy-used-fiat-grand-punto-2013-cars-bangalore-10250342729/
2023 MG COMET,35.38k km,Electric,,1st,,₹6.00 lakh,https://www.cars24.com/buy-used-mg-comet-2023-cars-bangalore-10218608776/
2016 Honda City,91.28k km,Petrol,Manual,1st,1497cc,₹7.44 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10203907791/
2020 Renault TRIBER,1.2L km,Petrol,Manual,2nd,999cc,₹6.00 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-bangalore-10258705779/
2010 Hyundai i20,82.32k km,Petrol,Manual,3rd,1197cc,₹2.48 lakh,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10244542706/
2013 Mini Cooper Countryman,1.1L km,Diesel,,3rd,1598cc,₹10.50 lakh,https://www.cars24.com/buy-used-mini-cooper-countryman-2013-cars-bangalore-10235041731/
2010 Volkswagen Polo,80.91k km,Petrol,Manual,3rd,1198cc,₹2.87 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2010-cars-bangalore-10215103714/
2014 Ford Ecosport,1.2L km,Diesel,Manual,2nd,1498cc,₹5.96 lakh,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-bangalore-10203342745/
2011 Nissan Sunny,1.1L km,Petrol,Manual,2nd,1498cc,₹2.00 lakh,https://www.cars24.com/buy-used-nissan-sunny-2011-cars-bangalore-10201645763/
2017 Hyundai Creta,81.02k km,Petrol,Manual,1st,1591cc,₹9.17 lakh,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10200044747/
2014 Mahindra Verito Vibe CS,2.1L km,Diesel,Manual,2nd,1461cc,₹1.90 lakh,https://www.cars24.com/buy-used-mahindra-verito-vibe-cs-2014-cars-bangalore-10260908790/
2014 Hyundai Grand i10,1.0L km,Diesel,Manual,1st,1120cc,₹3.70 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10223841701/
2011 Maruti Wagon R 1.0,2.2L km,Petrol,Manual,2nd,998cc,₹2.20 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2011-cars-bangalore-10260649768/
2011 BMW 3 Series,1.5L km,Diesel,,4th,1995cc,₹4.34 lakh,https://www.cars24.com/buy-used-bmw-3-series-2011-cars-bangalore-10257701713/
2015 Mahindra XUV500,1.9L km,Diesel,Manual,2nd,2179cc,₹6.50 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2015-cars-bangalore-10257609778/
2018 Honda City,74.29k km,Petrol,,3rd,1497cc,₹7.25 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-bangalore-10228043765/
2013 Ford Figo,1.3L km,Diesel,Manual,2nd,1399cc,₹2.27 lakh,https://www.cars24.com/buy-used-ford-figo-2013-cars-bangalore-10287005799/
2015 Honda Jazz,1.7L km,Petrol,Manual,1st,1199cc,₹3.72 lakh,https://www.cars24.com/buy-used-honda-jazz-2015-cars-bangalore-10280342744/
2014 Hyundai Grand i10,56.00k km,Petrol,Manual,2nd,1197cc,₹3.70 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10269740707/
2019 Volkswagen Polo,52.06k km,Petrol,Manual,1st,999cc,₹6.26 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2019-cars-bangalore-10255105779/
2014 Honda City,2.1L km,Petrol,,2nd,1497cc,₹5.17 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10244440724/
2015 Maruti Wagon R 1.0,50.24k km,Petrol,Manual,1st,998cc,₹3.73 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-bangalore-10237908716/
2022 Hyundai NEW I20,61.68k km,Diesel,Manual,1st,1493cc,₹8.03 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2022-cars-bangalore-10221041744/
2017 Honda Jazz,37.36k km,Petrol,,2nd,1199cc,₹5.50 lakh,https://www.cars24.com/buy-used-honda-jazz-2017-cars-bangalore-10209904717/
2023 Tata NEXON,8.43k km,Petrol,,2nd,1199cc,₹11.00 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-bangalore-10298606775/
2016 Honda BR-V,68.15k km,Petrol,Manual,3rd,1497cc,₹5.50 lakh,https://www.cars24.com/buy-used-honda-br-v-2016-cars-bangalore-10294442704/
2020 Maruti Alto,63.23k km,Petrol,Manual,1st,796cc,₹3.86 lakh,https://www.cars24.com/buy-used-maruti-alto-2020-cars-bangalore-10290343747/
2016 Renault Lodgy,43.81k km,Diesel,Manual,1st,1461cc,₹5.14 lakh,https://www.cars24.com/buy-used-renault-lodgy-2016-cars-bangalore-10263202777/
2011 Mahindra Xylo,1.3L km,Diesel,Manual,1st,2489cc,₹3.50 lakh,https://www.cars24.com/buy-used-mahindra-xylo-2011-cars-bangalore-10232104779/
2021 Tata ALTROZ,12.54k km,Petrol,Manual,1st,1199cc,₹6.23 lakh,https://www.cars24.com/buy-used-tata-altroz-2021-cars-bangalore-10218708791/
2011 Maruti Swift Dzire,76.11k km,Petrol,Manual,1st,1197cc,₹3.38 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2011-cars-bangalore-10202507715/
2021 Tata PUNCH,49.51k km,Petrol,Manual,1st,1199cc,₹7.09 lakh,https://www.cars24.com/buy-used-tata-punch-2021-cars-bangalore-10297344705/
2018 Hyundai Creta,64.01k km,Petrol,Manual,1st,1591cc,₹9.00 lakh,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-bangalore-10293649769/
2023 Maruti Swift,12.70k km,Petrol,Manual,1st,1197cc,₹7.30 lakh,https://www.cars24.com/buy-used-maruti-swift-2023-cars-bangalore-10283508798/
2020 Renault TRIBER,37.80k km,Petrol,,1st,999cc,₹6.20 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-bangalore-10236106797/
2013 Hyundai i20,43.34k km,Petrol,Manual,3rd,1197cc,₹3.14 lakh,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-bangalore-10273103798/
2019 Nissan Kicks,74.72k km,Petrol,Manual,2nd,1498cc,₹6.00 lakh,https://www.cars24.com/buy-used-nissan-kicks-2019-cars-bangalore-10260909772/
2022 Skoda KUSHAQ,15.09k km,Petrol,Manual,1st,999cc,₹10.64 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-bangalore-10247009717/
2015 Honda Jazz,64.60k km,Petrol,Manual,2nd,1199cc,₹4.40 lakh,https://www.cars24.com/buy-used-honda-jazz-2015-cars-bangalore-10240543722/
2010 Maruti Alto K10,35.40k km,Petrol,Manual,2nd,998cc,₹2.00 lakh,https://www.cars24.com/buy-used-maruti-alto-k10-2010-cars-bangalore-10226649767/
2013 Chevrolet Enjoy,31.24k km,Petrol,Manual,2nd,1399cc,₹3.00 lakh,https://www.cars24.com/buy-used-chevrolet-enjoy-2013-cars-bangalore-10289900775/
2013 Honda City,53.64k km,Petrol,Manual,1st,1497cc,₹4.76 lakh,https://www.cars24.com/buy-used-honda-city-2013-cars-bangalore-10285340760/
2015 Mahindra XUV500,1.2L km,Diesel,Manual,1st,2179cc,₹5.24 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2015-cars-bangalore-10273944700/
2020 Maruti S PRESSO,1.1L km,Petrol,Manual,1st,998cc,₹3.85 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-bangalore-10236104712/
2014 Hyundai Xcent,95.33k km,Petrol,,1st,1197cc,₹2.98 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-bangalore-10224204794/
2014 Maruti Swift Dzire,1.4L km,Petrol,Manual,3rd,1197cc,₹3.50 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-bangalore-10220501772/
2016 Maruti OMNI E,2.0L km,Petrol,Manual,1st,796cc,₹3.48 lakh,https://www.cars24.com/buy-used-maruti-omni-e-2016-cars-bangalore-10273445729/
2020 Renault TRIBER,21.50k km,Petrol,,1st,999cc,₹6.50 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-bangalore-10272042763/
2016 Tata Tiago,73.42k km,Petrol,Manual,1st,1199cc,₹3.18 lakh,https://www.cars24.com/buy-used-tata-tiago-2016-cars-bangalore-10239600714/
2016 Hyundai Grand i10,50.21k km,Petrol,,1st,1197cc,₹5.32 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10208348729/
